#query id=44 conceptLabel=Chair conceptURI=03005231  labels=[seat, wood]
0	02824762	[bedchamber, chamber, bedroom]
1	12168056	[bamboo]
2	13124818	[tree]
3	03549540	[house]
4	02852392	[cover, blanket]
5	04969961	[red, redness]
6	14869913	[h2o, water]
7	03226423	[door]
8	12122650	[grass]
9	04976072	[blue, blueness]
10	00007846	[individual, someone, person, soul, somebody, mortal]
11	04125115	[carpeting, rug, carpet]
12	03005231	[chair]
13	02961779	[automobile, auto, car, machine, motorcar]
14	04594951	[window]
15	05262259	[hair]
16	02953692	[cannon]
17	02803656	[basement, cellar]
18	05570899	[foot, pes]
19	07728304	[chip, crisp]
20	04386330	[table]
21	05138912	[altitude, height]
22	08196373	[rich]
23	07317454	[fire]
24	02927500	[bus, jitney, charabanc, omnibus, motorcoach, double-decker, autobus, motorbus, coach]
25	07726361	[murphy, tater, potato, spud]
26	00472688	[ball, baseball]
27	04396120	[tank]
28	02781674	[ball]
29	10518940	[queen]
30	08293641	[school]
31	07765558	[lemon]
32	04497386	[truck]
33	06820056	[number, numeral]
34	03931348	[photograph, exposure, photo, pic, picture]
35	07135232	[call, yell, cry, outcry, shout]
36	07939004	[cocoa, chocolate]
37	04263630	[sofa, lounge, couch]
38	15236602	[june]
39	04466597	[towel]
40	09382700	[mountain, mount]
41	06370600	[website, site]
42	05309998	[mouth]
43	04341737	[street]
44	15262047	[summer, summertime]
45	05722413	[fragrance, scent, perfume, aroma]
46	03241438	[dress, frock]
47	10895767	[obama]
48	05407190	[blood]
49	07324399	[motion, movement]
50	03914323	[pencil]
51	09784701	[actor, thespian, player]
52	04408223	[phone, telephone]
53	05396148	[ticker, pump, heart]
54	00884975	[education, didactics, instruction, pedagogy, teaching]
55	09240137	[beach]
56	15221372	[christmastime, yuletide, christmastide, noel, christmas, yule]
57	07769568	[banana]
58	08893849	[london]
59	00120388	[jumping, jump]
60	01642406	[frog, toad, anuran]
61	09846929	[baby, babe, infant]
62	03539152	[ring, hoop]
63	06287933	[tv, telecasting, television, video]
64	07556254	[defeat, frustration]
65	10043844	[domestic]
66	10148670	[heavyweight, whale, giant, hulk]
67	02086723	[dog]
68	06422547	[book]
69	13149924	[stalk, stem]
70	11521799	[rain, rainfall]
71	08201135	[horde, swarm, drove]
72	02326697	[coney, rabbit, cony]
73	03796045	[motorcycle, bike]
74	04481701	[trap]
75	09339360	[island]
76	12958438	[carrot]
77	07499687	[ambition, dream, aspiration]
78	07034009	[music]
79	03681809	[lipstick]
80	02124272	[cat]
81	03472916	[gun]
82	09895920	[brother]
83	02537365	[salmon]
84	03944520	[pillow]
85	03934354	[piano, pianoforte]
86	09473312	[sun]
87	02406106	[cow]
88	07558676	[love]
89	02506148	[elephant]
90	07755101	[apple]
91	02951508	[taper, candle]
92	07902824	[beer]
93	01505702	[bird]
94	04516244	[underclothes, underwear]
95	07590167	[breakfast]
96	10842973	[armstrong]
97	11478731	[fog]
98	07591291	[dinner]
99	10713754	[teacher, instructor]
