#query id=12 conceptLabel=Ball conceptURI=02781674  labels=[play, round, sport]
0	00007846	[individual, someone, person, soul, somebody, mortal]
1	00472688	[ball, baseball]
2	09784701	[actor, thespian, player]
3	02961779	[automobile, auto, car, machine, motorcar]
4	02781674	[ball]
5	07499687	[ambition, dream, aspiration]
6	15262047	[summer, summertime]
7	04386330	[table]
8	00482004	[basketball, hoops]
9	03796045	[motorcycle, bike]
10	00120388	[jumping, jump]
11	07556254	[defeat, frustration]
12	02927500	[bus, jitney, charabanc, omnibus, motorcoach, double-decker, autobus, motorbus, coach]
13	06287933	[tv, telecasting, television, video]
14	07135232	[call, yell, cry, outcry, shout]
15	06820056	[number, numeral]
16	07558676	[love]
17	07324399	[motion, movement]
18	10043844	[domestic]
19	07034009	[music]
20	15236602	[june]
21	04233049	[skateboard]
22	05570899	[foot, pes]
23	03931348	[photograph, exposure, photo, pic, picture]
24	07074002	[pop]
25	02086723	[dog]
26	11521799	[rain, rainfall]
27	07902824	[beer]
28	06790941	[gag, jest, jape, joke, laugh]
29	07456888	[spin]
30	02852392	[cover, blanket]
31	10344679	[hero]
32	03549540	[house]
33	03086983	[computer]
34	05138912	[altitude, height]
35	03226423	[door]
36	09339360	[island]
37	04125115	[carpeting, rug, carpet]
38	00884975	[education, didactics, instruction, pedagogy, teaching]
39	10713754	[teacher, instructor]
40	04497386	[truck]
41	15162842	[vacation, holiday]
42	05309998	[mouth]
43	06422547	[book]
44	05396148	[ticker, pump, heart]
45	08201135	[horde, swarm, drove]
46	15221372	[christmastime, yuletide, christmastide, noel, christmas, yule]
47	04969961	[red, redness]
48	10148670	[heavyweight, whale, giant, hulk]
49	03565341	[idol, god]
50	07317454	[fire]
51	10686626	[stupid, dullard, dolt]
52	03934354	[piano, pianoforte]
53	09569105	[ghost]
54	08293641	[school]
55	05262259	[hair]
56	03539152	[ring, hoop]
57	13149924	[stalk, stem]
58	09846929	[baby, babe, infant]
59	03637568	[ladder]
60	08893849	[london]
61	04976072	[blue, blueness]
62	06370600	[website, site]
63	10842973	[armstrong]
64	09382700	[mountain, mount]
65	04481701	[trap]
66	04341737	[street]
67	04544161	[violin, fiddle]
68	14048353	[sleep, slumber]
69	09054023	[suisse, switzerland, schweiz, svizzera]
70	02124272	[cat]
71	03241438	[dress, frock]
72	14869913	[h2o, water]
73	03036237	[cinema]
74	08196373	[rich]
75	03005231	[chair]
76	10352098	[mother]
77	04516244	[underclothes, underwear]
78	07591291	[dinner]
79	09559169	[god]
80	02803656	[basement, cellar]
81	04594951	[window]
82	03472916	[gun]
83	04408223	[phone, telephone]
84	10895767	[obama]
85	08206141	[circus]
86	11484542	[gravitation, gravity]
87	13477888	[decay]
88	12122650	[grass]
89	07728304	[chip, crisp]
90	13793968	[droplet]
91	09567238	[vampire, lamia]
92	09240137	[beach]
93	04378312	[natatorium]
94	01864419	[mammalian, mammal]
95	01642406	[frog, toad, anuran]
96	09895920	[brother]
97	07590167	[breakfast]
98	05407190	[blood]
99	08306203	[hip-hop]
