#query id=196 conceptLabel=Television conceptURI=06287933  labels=[movies, series, show, screen, programme]
0	06287933	[tv, telecasting, television, video]
1	03931348	[photograph, exposure, photo, pic, picture]
2	02852392	[cover, blanket]
3	00007846	[individual, someone, person, soul, somebody, mortal]
4	07034009	[music]
5	06422547	[book]
6	07074002	[pop]
7	06790941	[gag, jest, jape, joke, laugh]
8	07558676	[love]
9	15262047	[summer, summertime]
10	07499687	[ambition, dream, aspiration]
11	00884975	[education, didactics, instruction, pedagogy, teaching]
12	09784701	[actor, thespian, player]
13	03036237	[cinema]
14	15221372	[christmastime, yuletide, christmastide, noel, christmas, yule]
15	03565341	[idol, god]
16	03086983	[computer]
17	00472688	[ball, baseball]
18	06820056	[number, numeral]
19	07135232	[call, yell, cry, outcry, shout]
20	06370600	[website, site]
21	07324399	[motion, movement]
22	10043844	[domestic]
23	03226423	[door]
24	04408223	[phone, telephone]
25	04594951	[window]
26	02961779	[automobile, auto, car, machine, motorcar]
27	09569105	[ghost]
28	08893849	[london]
29	15162842	[vacation, holiday]
30	02781674	[ball]
31	09567238	[vampire, lamia]
32	08206141	[circus]
33	03539152	[ring, hoop]
34	07456888	[spin]
35	02824762	[bedchamber, chamber, bedroom]
36	15236602	[june]
37	03549540	[house]
38	05396148	[ticker, pump, heart]
39	04386330	[table]
40	10344679	[hero]
41	04969961	[red, redness]
42	08306203	[hip-hop]
43	07317454	[fire]
44	08293641	[school]
45	03934354	[piano, pianoforte]
46	10541255	[reporter, newsman]
47	10686626	[stupid, dullard, dolt]
48	09846929	[baby, babe, infant]
49	00120388	[jumping, jump]
50	04976072	[blue, blueness]
51	02086723	[dog]
52	00482004	[basketball, hoops]
53	10713754	[teacher, instructor]
54	07755101	[apple]
55	09559169	[god]
56	02124272	[cat]
57	07658542	[jam]
58	07591291	[dinner]
59	10895767	[obama]
60	10352098	[mother]
61	08196373	[rich]
62	07726361	[murphy, tater, potato, spud]
63	04263630	[sofa, lounge, couch]
64	04341737	[street]
65	14869913	[h2o, water]
66	02927500	[bus, jitney, charabanc, omnibus, motorcoach, double-decker, autobus, motorbus, coach]
67	05570899	[foot, pes]
68	04125115	[carpeting, rug, carpet]
69	07590167	[breakfast]
70	03241438	[dress, frock]
71	07556254	[defeat, frustration]
72	05262259	[hair]
73	04544161	[violin, fiddle]
74	10518940	[queen]
75	07728304	[chip, crisp]
76	05138912	[altitude, height]
77	09950623	[clown, buffoon]
78	08201135	[horde, swarm, drove]
79	05407190	[blood]
80	10148670	[heavyweight, whale, giant, hulk]
81	09895920	[brother]
82	14048353	[sleep, slumber]
83	11484542	[gravitation, gravity]
84	02326697	[coney, rabbit, cony]
85	03472916	[gun]
86	02803656	[basement, cellar]
87	05309998	[mouth]
88	11521799	[rain, rainfall]
89	02777635	[baggage, luggage]
90	03796045	[motorcycle, bike]
91	10302734	[carrier, mailman, postman]
92	05722413	[fragrance, scent, perfume, aroma]
93	04516244	[underclothes, underwear]
94	09240137	[beach]
95	03914323	[pencil]
96	11547628	[x-ray]
97	09473312	[sun]
98	04396120	[tank]
99	03681809	[lipstick]
