#query id=91 conceptLabel=Giraffe conceptURI=02441664  labels=[africa, spots, animal, tall, brown]
0	02474924	[homo, man, human]
1	04969961	[red, redness]
2	04963771	[colour, color, coloring, colouring]
3	03931348	[photograph, exposure, photo, pic, picture]
4	05262259	[hair]
5	04976072	[blue, blueness]
6	13124818	[tree]
7	02852392	[cover, blanket]
8	02086723	[dog]
9	12122650	[grass]
10	06287933	[tv, telecasting, television, video]
11	00007846	[individual, someone, person, soul, somebody, mortal]
12	09846929	[baby, babe, infant]
13	01505702	[bird]
14	02506148	[elephant]
15	02514684	[fish]
16	10148670	[heavyweight, whale, giant, hulk]
17	12168056	[bamboo]
18	01864419	[mammalian, mammal]
19	10043844	[domestic]
20	09382700	[mountain, mount]
21	14869913	[h2o, water]
22	04386330	[table]
23	08196373	[rich]
24	03005231	[chair]
25	03226423	[door]
26	13149924	[stalk, stem]
27	05138912	[altitude, height]
28	09230176	[asia]
29	02406106	[cow]
30	05570899	[foot, pes]
31	07726361	[murphy, tater, potato, spud]
32	02124272	[cat]
33	05407190	[blood]
34	01331343	[virus]
35	03549540	[house]
36	02584588	[dolphin]
37	06820056	[number, numeral]
38	07728304	[chip, crisp]
39	15262047	[summer, summertime]
40	02326697	[coney, rabbit, cony]
41	05309998	[mouth]
42	11521799	[rain, rainfall]
43	04594951	[window]
44	10486745	[president]
45	07765558	[lemon]
46	09339360	[island]
47	01642406	[frog, toad, anuran]
48	02824762	[bedchamber, chamber, bedroom]
49	05396148	[ticker, pump, heart]
50	01677105	[lizard]
51	03241438	[dress, frock]
52	09240137	[beach]
53	15162842	[vacation, holiday]
54	06370600	[website, site]
55	02781674	[ball]
56	00472688	[ball, baseball]
57	02953692	[cannon]
58	07556254	[defeat, frustration]
59	09473312	[sun]
60	06422547	[book]
61	10895767	[obama]
62	04481701	[trap]
63	07558676	[love]
64	10352098	[mother]
65	04396120	[tank]
66	04263630	[sofa, lounge, couch]
67	09054023	[suisse, switzerland, schweiz, svizzera]
68	00120388	[jumping, jump]
69	09950623	[clown, buffoon]
70	07658542	[jam]
71	09895920	[brother]
72	07769568	[banana]
73	08928282	[bali]
74	10344679	[hero]
75	10842973	[armstrong]
76	09493680	[vent, volcano]
77	07135232	[call, yell, cry, outcry, shout]
78	13477888	[decay]
79	02785352	[balloon]
80	09331478	[berg, iceberg]
81	07939004	[cocoa, chocolate]
82	03180509	[floss]
83	08306203	[hip-hop]
84	09583190	[cupid, amor]
85	07419737	[avalanche]
86	03681809	[lipstick]
87	09376006	[meteoroid, meteor]
88	03472916	[gun]
89	09569105	[ghost]
90	07456888	[spin]
91	07623214	[lollipop, sucker]
92	04613932	[spanner, wrench]
93	03086983	[computer]
94	11484542	[gravitation, gravity]
95	06580310	[os]
96	04216306	NOT_FOUND
97	07838173	[catsup, ketchup]
98	02537365	[salmon]
99	02209508	[bee]
