#query id=99 conceptLabel=Hero conceptURI=10344679  labels=[saves, sports, admire, brave, life]
0	07558676	[love]
1	10344679	[hero]
2	07499687	[ambition, dream, aspiration]
3	00007846	[individual, someone, person, soul, somebody, mortal]
4	03565341	[idol, god]
5	09559169	[god]
6	10352098	[mother]
7	06422547	[book]
8	00472688	[ball, baseball]
9	08196373	[rich]
10	07556254	[defeat, frustration]
11	07135232	[call, yell, cry, outcry, shout]
12	07034009	[music]
13	10713754	[teacher, instructor]
14	07074002	[pop]
15	02086723	[dog]
16	02781674	[ball]
17	02474924	[homo, man, human]
18	09895920	[brother]
19	09569105	[ghost]
20	10518940	[queen]
21	10895767	[obama]
22	08293641	[school]
23	07591291	[dinner]
24	10043844	[domestic]
25	07317454	[fire]
26	09846929	[baby, babe, infant]
27	02124272	[cat]
28	03549540	[house]
29	03585784	[cyberspace, net, internet]
30	04386330	[table]
31	03226423	[door]
32	15162842	[vacation, holiday]
33	00120388	[jumping, jump]
34	03086983	[computer]
35	09784701	[actor, thespian, player]
36	10486745	[president]
37	00482004	[basketball, hoops]
38	09473312	[sun]
39	01505702	[bird]
40	02852392	[cover, blanket]
41	03036237	[cinema]
42	08206141	[circus]
43	09230176	[asia]
44	09416900	[planet]
45	04341737	[street]
46	09240137	[beach]
47	10842973	[armstrong]
48	03472916	[gun]
49	05407190	[blood]
50	10372030	[neighbour, neighbor]
51	02514684	[fish]
52	03931348	[photograph, exposure, photo, pic, picture]
53	05396148	[ticker, pump, heart]
54	04531608	[vehicle]
55	04408223	[phone, telephone]
56	07324399	[motion, movement]
57	03005231	[chair]
58	15262047	[summer, summertime]
59	03796045	[motorcycle, bike]
60	12122650	[grass]
61	07456888	[spin]
62	07590167	[breakfast]
63	04481701	[trap]
64	08893849	[london]
65	05262259	[hair]
66	06370600	[website, site]
67	07902824	[beer]
68	04497386	[truck]
69	13124818	[tree]
70	04594951	[window]
71	03539152	[ring, hoop]
72	09339360	[island]
73	05309998	[mouth]
74	09382700	[mountain, mount]
75	05138912	[altitude, height]
76	04396120	[tank]
77	02506148	[elephant]
78	06820056	[number, numeral]
79	07275291	[standard, criterion, measure, touchstone]
80	03187746	[device]
81	15236602	[june]
82	03241438	[dress, frock]
83	11521799	[rain, rainfall]
84	04263630	[sofa, lounge, couch]
85	02953692	[cannon]
86	10148670	[heavyweight, whale, giant, hulk]
87	07419737	[avalanche]
88	07755101	[apple]
89	14048353	[sleep, slumber]
90	06287933	[tv, telecasting, television, video]
91	10541255	[reporter, newsman]
92	04969961	[red, redness]
93	04963771	[colour, color, coloring, colouring]
94	07658542	[jam]
95	07889783	[pizza]
96	07728304	[chip, crisp]
97	08201135	[horde, swarm, drove]
98	13407086	[currency]
99	08306203	[hip-hop]
100	03637568	[ladder]
101	14869913	[h2o, water]
102	02777635	[baggage, luggage]
103	01331343	[virus]
104	02537365	[salmon]
105	04544161	[violin, fiddle]
106	11484542	[gravitation, gravity]
107	02824762	[bedchamber, chamber, bedroom]
108	02406106	[cow]
109	04466597	[towel]
110	02785352	[balloon]
111	06790941	[gag, jest, jape, joke, laugh]
112	11478731	[fog]
113	04125115	[carpeting, rug, carpet]
114	02584588	[dolphin]
115	07939004	[cocoa, chocolate]
116	02392211	[donkey]
117	03681809	[lipstick]
118	04233049	[skateboard]
119	02803656	[basement, cellar]
120	03934354	[piano, pianoforte]
121	07765558	[lemon]
122	05570899	[foot, pes]
123	03944520	[pillow]
124	02961779	[automobile, auto, car, machine, motorcar]
125	12958438	[carrot]
126	05722413	[fragrance, scent, perfume, aroma]
127	03914323	[pencil]
128	12168056	[bamboo]
129	07769568	[banana]
130	02209508	[bee]
131	10686626	[stupid, dullard, dolt]
132	01677105	[lizard]
133	09950623	[clown, buffoon]
134	03099154	[container]
135	08928282	[bali]
136	00884975	[education, didactics, instruction, pedagogy, teaching]
137	13477888	[decay]
138	13149924	[stalk, stem]
139	10302734	[carrier, mailman, postman]
140	09493680	[vent, volcano]
141	02951508	[taper, candle]
142	03167484	[dart]
143	04094238	[rib]
144	15221372	[christmastime, yuletide, christmastide, noel, christmas, yule]
145	05906432	[ufo]
146	06580310	[os]
147	03254045	[pharmacy, drugstore]
148	11542373	[uv, ultraviolet]
149	09567238	[vampire, lamia]
150	09583190	[cupid, amor]
151	09331478	[berg, iceberg]
152	07270666	[telepathy]
153	10031556	[dictator, potentate]
154	07726361	[murphy, tater, potato, spud]
155	02927500	[bus, jitney, charabanc, omnibus, motorcoach, double-decker, autobus, motorbus, coach]
156	04976072	[blue, blueness]
157	14383864	[spasm, cramp]
158	01864419	[mammalian, mammal]
159	11271521	[rachmaninoff, rachmaninov]
160	14975368	[methane]
161	04216306	NOT_FOUND
162	15207154	NOT_FOUND
163	04564934	NOT_FOUND
164	00889222	NOT_FOUND
165	03350333	NOT_FOUND
166	04516244	[underclothes, underwear]
167	11547628	[x-ray]
168	03181260	[deodorant]
169	07623214	[lollipop, sucker]
170	14706294	[molecule]
171	09376006	[meteoroid, meteor]
172	04613932	[spanner, wrench]
173	04169767	[seatbelt]
174	07838173	[catsup, ketchup]
175	03193215	[napkin, diaper, nappy]
176	02123649	[feline, felid]
177	02326697	[coney, rabbit, cony]
178	02441664	[giraffe]
179	15080200	[vapour, vapor]
180	03180509	[floss]
181	01642406	[frog, toad, anuran]
182	09054023	[suisse, switzerland, schweiz, svizzera]
183	13793968	[droplet]
184	04378312	[natatorium]
185	03788963	[monocle, eyeglass]
186	10672142	[stationer]
187	09861435	[cager]
